"","baseline-03182015_S2","baseline-03272015_S8","baseline-05202015-Islet-15_S1","baseline-05222015-Islet-16_S6","baseline-09032015_S2","baseline-09102015_S7","baseline-10012015_S12","baseline-10292015_S17","Single-cell-bulk-03182015_S4","Single-cell-bulk-03272015_S10","Single-cell-bulk-05202015_S3","Single-cell-bulk-05222015_S8","Single-cell-bulk-c1-09032015_S5","Single-cell-bulk-c1-09102015_S10","Single-cell-bulk-c1-10012015_S15","Single-cell-bulk-c1-10292015_S20","undissociated-c1-ctrl-09032015_S3","undissociated-c1-ctrl-09102015_S8","undissociated-c1-ctrl-10012015_S13","undissociated-c1-ctrl-10292015_S18","Untreated-Ctrl-03182015_S3","Untreated-Ctrl-03272015_S9","Untreated-Ctrl-05202015_S2","Untreated-Ctrl-05222015_S7"
"ENSG00000154642",59,99,15,67,5,35,25,35,111,191,12,110,22,89,96,82,18,63,41,49,96,103,39,65
"ENSG00000267642",0,0,0,0,0,0,0,0,1,2,1,1,0,0,1,2,0,0,0,0,2,0,0,3
"ENSG00000268573",21.09,8.02,10.03,23.92,2.03,14.05,13.49,8.76,38.2,75.68,7.11,35.02,16.96,13.06,14.74,19.06,15.44,16.97,24.37,20.82,28.94,19.16,7.98,31.02
"ENSG00000267583",3.03,5,1,8.08,1,5.34,3.7,14.41,9.19,13.61,0,7.25,12.72,1,8.94,10,5,3.65,7,5.79,1.49,3.06,1.91,7
"ENSG00000267397",2,0,0,0,0,1,0,0,1,8,0,0,1,2,3,1,0,1,1,0,1,2,0,1
"ENSG00000140577",83.48,113.13,43.56,161.3,30.36,68.71,109.78,101.77,165.6,191.58,78.92,223.53,85.19,163.19,112.45,151.59,88.19,68.84,99.2,90.24,101.15,114.56,63.73,109.97
"ENSG00000166140",41,61,116,499.58,55,143.16,357.44,217.27,103.06,179.12,146.52,480.8,189.5,295,245.44,186.17,218.59,183,311.22,225,85.13,100,138.33,462
"ENSG00000267627",1.69,0,1.69,4.08,1,2,3.33,2.28,1.44,1.17,0,14.45,0,3.04,0,0,1.47,4,2,4,1.26,1,0,4.09
"ENSG00000101138",134,343,227,808,112,449,594,651,443,778,209,1076,418,588,658,628,482,772,841,703,320,423,297,817
"ENSG00000267651",2,1,0,2,1,3,0,3,3,6,0,2,3,0,10,1,2,1,0,0,0,3,0,4
"ENSG00000154645",4,5,0,43,2,3,6,3,13,6,1,27,2,11,22,3,5,4,10,4,15,4,2,19
"ENSG00000268566",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000267374",4,0,0,1,0,0,0,1,11,20,0,3,0,1,2,2,0,0,2,1,2,4,2,0
"ENSG00000235660",0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,1,0,1,0,0
"ENSG00000180305",0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"ENSG00000244471",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000068793",135.88,190.96,455.37,1170.37,153,433.24,954.81,608.24,245.34,438.94,248.1,1062.63,437.2,548.49,689.1,487.73,560.27,470.35,920.43,491,193.76,275.14,309.48,1071.79
"ENSG00000267413",0,2.66,4.5,10.76,2,9.66,4.19,13.07,5.35,8.27,2.95,18.13,2.95,9.28,9.04,6.75,0,5.17,9.6,8.65,0.64,0,3.67,17.86
"ENSG00000180083",0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000260926",0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000261715",1,0,0,0,0,1,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260814",13.98,10.11,0,4.07,0,0,0,2.64,16.18,12.06,14.96,1.91,1.1,1.41,1.47,2.05,1.03,1.6,1.52,1.05,1.39,6.41,3.28,2.17
"ENSG00000182931",0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,2,0
"ENSG00000267313",4,1,2,6.98,0.98,6.22,1,5.02,12.01,30.01,3.1,5.01,0,11.9,9,11.88,0,9.15,3.98,8,3,4,2,3.97
"ENSG00000154646",1,1,0,2,0,0,0,0,5,3,0,0,0,0,1,0,0,1,0,1,1,0,0,1
"ENSG00000168634",0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"ENSG00000260988",4,6.16,0,2.02,0,4,3,4,5.43,16.73,1,8.95,2.01,4.01,11,4.21,0.92,3.13,3,0,5.08,2.19,1,7.1
"ENSG00000149651",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000267586",83.38,53.21,12.31,55.22,15.13,18.38,18.2,68.83,139.31,140.35,36.23,65.69,29.14,50.52,33.21,54.64,25.5,24.31,29.19,49.65,58.94,64.35,29.29,43.34
"ENSG00000101365",132,249,329,1640,206,501,967,778,370,732,342,1907,656,785,902,763,763,720,1149,731,279,363,410,1576
"ENSG00000167216",1.16,6,2,11.98,3,4,4,10.07,17.67,19.49,4.02,18.81,6,16.52,8.89,8,4,1.76,4.89,6,4.49,8,4.13,9
"ENSG00000124116",6,12,18,15,2,5,26,8,17.02,9,10,36,4,14,36,11,8,4,25,5,9.01,10,22,17
"ENSG00000237092",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000087589",0,6.34,4,7.38,1.06,2,3.6,4.08,8.29,13.21,6.66,5.98,4.9,4.98,1.08,3.04,6.08,4.14,6.86,4.2,9.37,4.9,2.02,2.01
"ENSG00000261517",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0
"ENSG00000234787",7.12,7,4.29,3.17,1,2.47,5,5.63,22.48,41.87,2,11.17,4.28,9.04,12.64,15.26,4.16,8.01,2.19,3.55,12.31,13.23,3.29,4.74
"ENSG00000236532",161.57,127.77,35.08,63.01,13.99,36.61,66.15,51.11,219.14,249.85,80.08,92.38,61.09,92.92,90.14,63.97,58.6,34.96,59.21,31.5,143.15,135.45,64.04,68.25
"ENSG00000154654",4,2,0,0,0,2,0,1,17,19,0,2,1,0,4,1,0,1,0,0,3,7,2,2
"ENSG00000232855",2,1,0,0,0,1,2,0,2,2,0,2,1,10,1,2,0,3,1,3,3,0,3,1
"ENSG00000226935",0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
"ENSG00000259234",1,4,7,18.51,1,6,9,14,4.22,3,4.22,12.95,0,5,5,12.18,10,6,7,7,6,4,4,10.36
"ENSG00000166143",2,6,2,16,2,8,6,7,12,21,0,35,8,12,16,14,11,11,5,8,5,10,0,18
"ENSG00000232954",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261712",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"ENSG00000166262",68.33,110.6,34.12,90.64,14.01,48.38,38.11,69.7,190.66,264.16,20.71,190.01,42.01,135.88,120.07,142.59,38.13,72.52,77.54,121.98,123.13,117.75,29.05,99.62
"ENSG00000176136",0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0
"ENSG00000227336",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225249",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000185231",0,0,0,1.44,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000233017",0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000103642",32.52,51.31,14.27,47.26,11.1,18.1,36.38,31.14,62.1,120.64,11.99,55.99,12.21,49.38,59.24,41.08,5.94,26.15,33.99,15.42,45.92,71.84,30.53,30.11
"ENSG00000260542",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227510",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229578",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
"ENSG00000197299",6,5,2,6,3,4,9.66,2.76,14,21.01,2,12.53,0,6,14,12,0,4,6,2,8,8,7,2
"ENSG00000230142",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227611",0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229307",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000264490",0,0,2,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000154719",323,634,204,463,65,197,227,262,754,1332,178,973,198,776,1325,726,107,531,407,338,524,712,431,423
"ENSG00000267337",3,2,0,0,0,0,1,1,4,13,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"ENSG00000228669",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000267414",0,1,0,0,0,2,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000227564",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000175322",69.23,35.43,8.28,28.04,2.02,12.16,24.24,21.13,117.03,156.67,9.41,45.93,15.95,30.19,40.2,26.7,20.82,32.61,20.04,23.44,87.32,57.38,15.9,28.09
"ENSG00000237687",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237378",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.75,0,0,2,0,0,2,4,0,0
"ENSG00000101160",18,40,16,127,16,82,71,86,30,51,18,142,96,65,64,110,80,73,120,98,20,28,20,102
"ENSG00000022277",800,1292,1150.93,3022.93,418,1478,2068,2782,1614.6,1996,836,3608,1433.03,2398,2025.72,1997,1774,2732.74,2628,2402,1227.54,1554,1328,2816
"ENSG00000219926",0,0,0,0,0,0,0,0,4,6.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000228817",0,2,0,0,0,0,0,1,5,6,1,0,0,1,0,1,0,0,0,0,1,0,0,1
"ENSG00000166145",136.38,191.35,623.68,1429.76,148.75,387.86,1351.39,631.5,123.54,277.46,416.39,1105.39,444.12,605.69,751.29,476.28,501.74,442.73,1098.76,457.24,156.43,227.25,553.55,882.54
"ENSG00000227674",106.45,21.08,1.9,10.21,4.12,2.21,7.21,7.27,220.83,300.69,5.71,57.87,3.56,24.15,56.37,34.07,2.47,20.41,1.8,0,113.65,63.2,6.13,5.4
"ENSG00000259548",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000125514",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"ENSG00000261229",1,0,1,2,0,1,0,1,2,6,0,3,0,5,2,1,1,2,1,0,1,0,0,3
"ENSG00000237119",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231133",0,1,1,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259981",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227342",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225978",0,1,0,0,0,1,1,1,1,0,2,1,2,4,0,1,1,0,0,5,0,1,0,2
"ENSG00000259967",2.77,0,0,2,0,0,0,0,1.64,7.57,0,2,0,0,1,0.99,0,0,0.19,1,2.11,1.74,1,0
"ENSG00000267167",0,0,0,0,0,0,0,1,0,1,1,0,1,0,7,1,0,3,0,1,0,0,0,0
"ENSG00000259417",15.01,10,5,45,12,21,16,26,39.03,33.25,4,75,40.78,85,17,43,41,39,17,24,10.02,19,7,40
"ENSG00000234767",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260416",0,0,0,0,0,0,0,0,2,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0
"ENSG00000231977",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000088881",5,23,2,59,1,10,8,11,16,21,4,71,30,38,32,26,22,10,20,17,14,25,3,39
"ENSG00000259361",8.14,9.67,3.48,6.89,0.71,2.01,5,3.21,21.34,18.18,3.51,11.6,5.75,7.68,5.63,17.43,5.42,4.02,2.37,6.91,14.68,12.83,7.33,12.63
"ENSG00000230040",0,0,1,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000101162",6,10.01,12,13,2,52.05,24,21.01,12.01,23.04,6,27.02,23.02,58.14,57.04,19.01,24.01,39.04,32.01,30.01,10.01,15.01,8.01,13.01
"ENSG00000140285",16.67,72.09,30,11.04,0,13.29,8,11.04,68.29,141.79,21.36,22.16,5,47.09,88.37,25.23,5,20.24,29.99,2,54.91,94.59,62.14,8.05
"ENSG00000183206",15,19.4,4,8,1,1.99,9.43,8.47,53.78,50.97,6,18.2,7.08,18.95,13.04,11.98,2.02,6.98,3,3.09,14.34,13.96,7,3
"ENSG00000227388",5,12,6,35,11,21,14,35,25,40,13,84,17,43,45,40,26,23,24,28,12,10,2,26
"ENSG00000246283",0,0,1.49,1.07,0,0,0,1.74,0,0,0,0,3.81,16.7,3.55,21.04,0,9.86,0,0,0,1.11,0.03,0
"ENSG00000101457",16,32,54,157,18,48,132,76,47,111,52,116,68,67,89,97,67,60,98,61,37,45,91,85
"ENSG00000266996",0,1,0.67,0,0,0.33,0,0,1,0,0.33,2,0,0,0.67,0,0.33,0,0,0,0.33,0.33,0,0.33
"ENSG00000154721",29.21,44.12,4.41,27.93,7.63,11.79,21.29,38.25,58.95,76.07,15.23,41.87,13.48,22.19,30.27,24.37,8.15,15.74,15.43,20.99,31.04,59.48,7.42,29.16
"ENSG00000235387",0,1,1,4,0,3,0,0,8,2,1,2,5,0,0,7,6,4,2,4,1,5,0,0
"ENSG00000196421",0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,2,0,0,1,0,0,0,0,0
"ENSG00000124172",18559.99,22468.31,3001.58,15758.11,1731.94,5461.89,6147.98,7449.48,18281.81,17738.14,2925.69,24003.06,6286.14,13788.71,11560.49,12257.2,5558.04,7557.73,9966.31,11391.2,21663.18,21747.41,3940.56,17213.46
"ENSG00000234298",0,1,0.67,0,0,0.33,0,0,1,4,0.33,0,1,0,0.67,0,0.33,0,0,0,0.33,0.33,1.5,0.33
"ENSG00000267761",0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000185088",3099.51,4509.51,1772.01,3544.91,527.53,1276.88,3175.01,2015.89,3309.45,5154.45,2087.92,4687.68,1512.93,2949.38,4630.52,2853.71,1603.62,2134.8,4281.36,2539,3822.36,4998.12,3823.53,3661.52
"ENSG00000237534",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000235221",2.01,1.26,1,2.39,0,0,3.08,1.23,2.98,17.15,0,0.19,0.71,0,0,0,1,0.99,1,0,6.07,1,0,0
"ENSG00000183791",0,1,0.67,0,0,0.33,0,0,1,0,0.33,0,1,0,0.67,0,0.33,0,0,0,0.33,0.33,1.5,0.33
"ENSG00000261307",1,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000224961",0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
"ENSG00000234900",0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000232900",0,0,0,0,0,1,0,2,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000206181",0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000170122",0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,3.8,1.59,1,0,0,1,1,0,1
"ENSG00000230990",0,0,1,0,0,0,0,0,4,10,0,1,0,0,0,0,1,0,0,0,1,2,0,0
"ENSG00000226846",5.01,21,0,1.95,0,0,0,2,9,32.06,0,6.01,1,8.01,5.53,2,0,3,1.88,0,17,4,1,1
"ENSG00000260619",0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000232920",1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000260100",0,0,2,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000261411",14.72,19.77,3.25,19.27,2.42,8.2,12.72,9.21,22.14,39.3,12.19,22.23,4.18,16.86,12.89,16.42,10.76,5.4,11.08,12.81,24.67,16,10.37,15.82
"ENSG00000228422",4.1,2.01,1.02,1.88,0.93,0,1.21,1,3.81,3.69,0,0,0,0,0,0,4.19,0,2.04,0,1.53,1,0,1.06
"ENSG00000233137",151,229,56,173,24,100,74,123,357,518,42,210,52,223,280,200,45,171,117,136,232,235,85,92
"ENSG00000166128",112,205,102,184,14,70,161,74,196,329,64,184,38,119,201,109,64,110,224,74,152,194,110,134
"ENSG00000235292",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000230437",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000175063",44,6,4,111,10,29,52,26,95,30,4,100,16.9,54,34.99,23.97,31,35,36,34,64,25,6,100
"ENSG00000233048",21.17,21.11,3.06,9.19,0.25,8.64,4.3,4.59,108.99,177.14,8.69,23.94,1.96,14.65,29.4,5,6.26,5.29,7.98,3.86,31.95,26.79,2.62,6.57
"ENSG00000124091",1,2,1,4,1,1,2,2,1,2,1,10,1.19,2,0,4,0,1,6,0,1,0,0,4
"ENSG00000234265",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000101166",1945,2491,472,1061,131,733,583,763,2964,4844,351,1840,452,1738,2054,1356,405,1310,995,960,2004,2465,727,1073
"ENSG00000224648",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000167220",296.6,479.13,168.56,516.8,51.99,295.45,240.77,371.88,756.62,915.63,116.24,831.27,219.99,541.23,631.4,465.88,230.68,542.02,293.59,417.32,526.41,502.38,198.45,486.51
"ENSG00000224853",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000154723",5328.19,6560.04,1202.98,3795.35,420,1335.36,1796.48,2297.88,5863.29,7355.96,904.67,6480.72,1350.67,4282.57,5777.85,4696.37,1170.6,2731.73,3079.15,3329.26,5360.44,6621.16,1837.63,3661.26
"ENSG00000228295",0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235532",2,3,0,0,0,0,0,3,8,18,0,0,0,0,0,2,0,0,0,0,1,2,0,2
"ENSG00000171448",20,26,4,27,2,13,10,12,57,70,6,38,5,37,39,25,6,16,14,11,40,45,7,11
"ENSG00000259372",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000124103",0,0,2.07,3.07,0,1,0,0,2.4,2.2,5,11.05,3.78,0,1.28,7,2,4.26,4.99,0.85,2.46,1,4.45,5
"ENSG00000104047",220.86,278.59,54,132.99,10,73,40.21,45.63,572.9,625.82,30,292.96,25.97,309,393.64,237.12,13.36,155.1,61.95,54.96,378.02,291.62,81.8,143.33
"ENSG00000259543",0,0,0,1,0,0,0,0.93,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259594",0,0,0,1,0,0,0,0,3,9,1,0,1,0,3,0,1,0,0,4,2,0,0,0
"ENSG00000088882",4,3,0,12,0,2,18,16,1,2,0,8,2,0,1,16,2,5,11,4,0,3,2,6
"ENSG00000259610",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0
"ENSG00000236678",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000213714",0,2,0,0,0,0,4,1,2,5.8,1,5.95,2,3,0,1,0,3,2.01,3.15,1,3,3.55,1
"ENSG00000259692",2.5,2.98,1.63,8.35,0,2.07,0,6.18,6.74,19.88,2.35,1.3,2.63,5.92,19.77,2.05,3.51,0.9,11.78,3.27,1.5,1.52,2.05,1.62
"ENSG00000223716",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259445",1.12,4.11,0,31.24,0.64,14.2,4.37,12.74,4.86,11.55,3.22,32.88,11.07,36.7,10.89,20.38,4.81,31.2,5.67,17.84,7.8,2.44,3.61,15.27
"ENSG00000104140",9,9,16,96,8,8,63,17,18,23,9,106,21,20,79,3,32,14,47,10,9,11,22,93
"ENSG00000223880",1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000140564",51.07,66.07,112.9,328.94,41,88,194,85,44.21,105.41,119.09,218.34,121,204.06,206.71,129.66,123,83.23,181,121.05,46.72,93.76,133.47,208.87
"ENSG00000140157",37.12,46.04,21.63,75.63,18,34.76,36.19,37.76,70.66,131.06,17.9,107.37,53.8,141.51,110.9,100.27,29.73,48.65,51.57,60,60.24,60.86,27.52,57.21
"ENSG00000236985",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000267228",37.66,61.21,25.07,72.84,18.83,105.41,69.27,135.94,48.38,37.55,46.04,111,85.5,105.48,100.92,121.79,63.11,119.85,52.63,66.04,36.44,44.95,70.08,82.56
"ENSG00000266905",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261206",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000154727",67.81,121.96,48.02,119.65,7,39.64,68.52,67.12,122.71,215.04,44.33,142.28,42.33,96.43,117.15,79.63,61.4,60.27,95.85,75.74,105.82,90.84,64.37,112.74
"ENSG00000233625",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224933",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000087510",7,5,1,3,0,0,0,0,10,29,0,4,2,3,16,2,1,6,5,0,12,12,1,0
"ENSG00000228467",0,0,0,0,0,1,3,0,0,6.67,0,0,0,1,0,0,1.95,0,1.5,0,0.01,1.5,0,0
"ENSG00000124203",1,2,0,1,0,5,3,2,1,7,3,0,0,5,2,1,1,6,1,2,1,0,0,4
"ENSG00000101470",1,5,2,9,10,8,28,19,3,7,6,23,17,5,5,9,16,4,20,10,0,6,3,38
"ENSG00000234509",10.96,6.04,4.27,23.89,3.07,20.03,13.33,23.81,46.28,78.29,13.36,59.96,16.08,23.74,22.68,33.46,19.96,18.32,21.63,24.73,18.6,12.57,14.06,35.15
"ENSG00000104142",26.23,54,68,209.1,21,65,143,79.11,36.09,112.26,43,206,90,124.03,93,169.36,91,70,108.91,112,27.94,53,50,169
"ENSG00000138613",367,582,94,429,78,290,255,403,715,1186,54,694,277,673,666,589,224,527,416,473,456,666,80,409
"ENSG00000264464",201.46,128.7,63.28,103.09,19.11,31.55,81.71,97.57,217.71,268.67,156.63,92.28,67.98,104.61,70.68,99.89,94.88,37.79,82.68,57.29,156.44,157.1,107.79,71.28
"ENSG00000215112",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224038",1,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0,0,0,0.5,0,0,0,0,0,0.5,0,0
"ENSG00000267674",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000011454",89.66,99.82,51.06,178.4,26.98,85.25,107.66,158.22,188.53,265.26,42.23,250.96,94.55,187.9,225,188.47,83.29,163.95,146.51,112.44,116.66,141.46,65.47,146.61
"ENSG00000231140",2,0,0,1,1,2.01,2,0,4.03,4.02,0,1,1,0,0,0.99,1,0,1,0,1.23,2,0,0
"ENSG00000134049",2019.63,2440.14,343.69,1118.21,122.72,446.68,405.34,533.54,3631,4502.41,214.46,1955.05,444.58,1459.69,1486.59,1208.6,326.15,857.88,608.28,771.11,2772.56,2744.36,416.18,1033.71
"ENSG00000230010",5.03,6.86,0,5,0,0,1,1,34.15,56,3,12.03,3,7,19.62,7.99,0,2,3.13,1,11.96,11,0,5.01
"ENSG00000225579",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000267695",1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"ENSG00000124205",79,364,3,638,45,133,370,171,220,660,5,658,192,451,1119,371,154,195,449,195,159,362,8,421
"ENSG00000128917",36,55,23,69,4,53,33,75,31,82,29,74,35,35,15,85,32,30,27,52,35,45,32,64
"ENSG00000232388",734,942,178,754,127,367,608,734,1387,1705,211,1564,576,1235,1252,1002,540,777,803,804,1070,1063,319,824
"ENSG00000198326",15.7,6.71,1.33,2.1,2.05,0,4.45,4.38,16.5,16.35,5.18,1.27,3.02,6.49,0,0,5.05,1.76,1.02,0,6.68,11.59,2.76,0
"ENSG00000225597",441.23,275.1,92,158.2,22.98,32.97,112.48,141.8,505.53,626.77,209.05,195.49,91.82,161.12,141.65,155.53,124.34,65.35,108.52,90.5,417.74,347.79,189.5,97.29
"ENSG00000228534",2.2,3.53,0,0,0,0,0,0,0,3.84,0,0,0,0,0,0,1,0,0,0,0,3.02,0.24,1.12
"ENSG00000233379",20.88,9.59,5.2,17.07,5.26,7.32,20.07,25.05,20.78,40.06,16.53,24.45,12.58,12.24,8.63,17.81,17.24,17.11,13.82,16.79,10.52,16.88,10.82,21.6
"ENSG00000236133",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000241690",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229249",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000180777",16.33,7.07,5.75,3.34,1,2.7,1.91,10.27,39.16,57.57,5.31,15,1.97,9.29,9.65,18.14,4.64,17.45,2.31,3.51,10.37,17.29,4.64,4.68
"ENSG00000101144",264.08,178.03,51.38,108.08,19.62,28.51,90.98,110.14,351.89,413.26,130.23,171.69,65.29,125.42,86.19,101.79,103.5,51.62,115.19,66.86,250.48,244.45,107.94,103.4
"ENSG00000235625",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000179935",6.9,15.98,2.53,19.01,7.7,7.43,15.9,15.81,58.1,83.51,7.96,28.86,5.35,18.97,23.46,5.63,4.06,18.14,20.26,10.79,21.36,10.39,5.64,9.28
